timestamp,object,fault_description,kpi,name,node_type,root_cause_node
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_27062,Zone,Facebook_27062
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_27063,Zone,Facebook_27063
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_27083,Zone,Facebook_27083
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_27355,Zone,Facebook_27355
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_27933,Zone,Facebook_27933
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_28521,Zone,Facebook_28521
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_29094,Zone,Facebook_29094
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_30238,Zone,Facebook_30238
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_30240,Zone,Facebook_30240
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_31453,Zone,Facebook_31453
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_32237,Zone,Facebook_32237
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_32323,Zone,Facebook_32323
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_32346,Zone,Facebook_32346
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_3238,Zone,Facebook_3238
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_32519,Zone,Facebook_32519
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_33089,Zone,Facebook_33089
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_33101,Zone,Facebook_33101
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_33120,Zone,Facebook_33120
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_33399,Zone,Facebook_33399
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_34538,Zone,Facebook_34538
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_34933,Zone,Facebook_34933
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_35163,Zone,Facebook_35163
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_35395,Zone,Facebook_35395
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_35397,Zone,Facebook_35397
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_35398,Zone,Facebook_35398
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_35682,Zone,Facebook_35682
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_35764,Zone,Facebook_35764
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_36551,Zone,Facebook_36551
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_36621,Zone,Facebook_36621
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_36819,Zone,Facebook_36819
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_37740,Zone,Facebook_37740
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_38020,Zone,Facebook_38020
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_38619,Zone,Facebook_38619
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_38634,Zone,Facebook_38634
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_39197,Zone,Facebook_39197
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_39530,Zone,Facebook_39530
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_39776,Zone,Facebook_39776
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_39965,Zone,Facebook_39965
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_40073,Zone,Facebook_40073
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_40257,Zone,Facebook_40257
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_40360,Zone,Facebook_40360
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_40674,Zone,Facebook_40674
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_41481,Zone,Facebook_41481
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_42614,Zone,Facebook_42614
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_42634,Zone,Facebook_42634
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_42681,Zone,Facebook_42681
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_42897,Zone,Facebook_42897
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_42910,Zone,Facebook_42910
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_42982,Zone,Facebook_42982
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_43229,Zone,Facebook_43229
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_4390,Zone,Facebook_4390
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_43987,Zone,Facebook_43987
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44005,Zone,Facebook_44005
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44333,Zone,Facebook_44333
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44334,Zone,Facebook_44334
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44336,Zone,Facebook_44336
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44366,Zone,Facebook_44366
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44575,Zone,Facebook_44575
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44577,Zone,Facebook_44577
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44582,Zone,Facebook_44582
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44625,Zone,Facebook_44625
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44917,Zone,Facebook_44917
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44978,Zone,Facebook_44978
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_44982,Zone,Facebook_44982
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_45203,Zone,Facebook_45203
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_45269,Zone,Facebook_45269
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_45284,Zone,Facebook_45284
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_45439,Zone,Facebook_45439
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_45505,Zone,Facebook_45505
1556582400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558137600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555200000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554595200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553472000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555027200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555977600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558224000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1552694400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554508800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554681600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558828800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1556668800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1556496000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554249600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1556409600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555545600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553990400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1556064000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554854400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1556755200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1557532800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558656000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553904000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555718400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558742400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553126400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555113600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1557014400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1556236800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554336000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555891200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555459200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558310400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553212800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558396800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554422400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1557878400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1557792000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1557446400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1552953600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558051200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1552867200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558915200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1552780800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553558400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1557360000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553040000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553644800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1559260800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554768000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558483200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1556150400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554163200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555372800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553817600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1559174400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1554940800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553385600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553299200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1553731200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1559088000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1557964800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1556323200,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555804800,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555632000,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1559001600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1557705600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1558569600,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1555286400,Facebook,Traffic anomaly,traffic_volume,Facebook_45538,Zone,Facebook_45538
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_45799,Zone,Facebook_45799
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_46557,Zone,Facebook_46557
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_47225,Zone,Facebook_47225
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_47264,Zone,Facebook_47264
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_47579,Zone,Facebook_47579
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_47585,Zone,Facebook_47585
1552780800,Facebook,Traffic anomaly,traffic_volume,Facebook_48592,Zone,Facebook_48592
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_49003,Zone,Facebook_49003
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_49008,Zone,Facebook_49008
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_49294,Zone,Facebook_49294
1552780800,Facebook,Traffic anomaly,traffic_volume,Facebook_50026,Zone,Facebook_50026
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50141,Zone,Facebook_50141
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50142,Zone,Facebook_50142
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50155,Zone,Facebook_50155
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50165,Zone,Facebook_50165
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50179,Zone,Facebook_50179
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50392,Zone,Facebook_50392
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50420,Zone,Facebook_50420
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50738,Zone,Facebook_50738
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50749,Zone,Facebook_50749
1556582400,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1554249600,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1553126400,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1558396800,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1553040000,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1558483200,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1555372800,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1553817600,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1553731200,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1559088000,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1559001600,Facebook,Traffic anomaly,traffic_volume,Facebook_50991,Zone,Facebook_50991
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_51305,Zone,Facebook_51305
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_51587,Zone,Facebook_51587
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_51588,Zone,Facebook_51588
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_51872,Zone,Facebook_51872
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_52740,Zone,Facebook_52740
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_53295,Zone,Facebook_53295
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_53578,Zone,Facebook_53578
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_53742,Zone,Facebook_53742
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_53876,Zone,Facebook_53876
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_53877,Zone,Facebook_53877
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_53879,Zone,Facebook_53879
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_54450,Zone,Facebook_54450
1559174400,Facebook,Traffic anomaly,traffic_volume,Facebook_54916,Zone,Facebook_54916
1555200000,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1553990400,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1557532800,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1558656000,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1555718400,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1552780800,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1559260800,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1553385600,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1559088000,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1556323200,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1555804800,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1559001600,Facebook,Traffic anomaly,traffic_volume,Facebook_54955,Zone,Facebook_54955
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_55019,Zone,Facebook_55019
1552780800,Facebook,Traffic anomaly,traffic_volume,Facebook_55232,Zone,Facebook_55232
1552780800,Facebook,Traffic anomaly,traffic_volume,Facebook_55520,Zone,Facebook_55520
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_55884,Zone,Facebook_55884
1559174400,Facebook,Traffic anomaly,traffic_volume,Facebook_56347,Zone,Facebook_56347
1559174400,Facebook,Traffic anomaly,traffic_volume,Facebook_56351,Zone,Facebook_56351
1555200000,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1555027200,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1558224000,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1554681600,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1558656000,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1558742400,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1553126400,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1558310400,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1553212800,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1558396800,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1554422400,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1552953600,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1558051200,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1552867200,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1558915200,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1552780800,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1553558400,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1554768000,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1555372800,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1553817600,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1559088000,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1555632000,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1559001600,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1558569600,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1555286400,Facebook,Traffic anomaly,traffic_volume,Facebook_56396,Zone,Facebook_56396
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_56742,Zone,Facebook_56742
1555200000,Facebook,Traffic anomaly,traffic_volume,Facebook_56951,Zone,Facebook_56951
1559088000,Facebook,Traffic anomaly,traffic_volume,Facebook_56951,Zone,Facebook_56951
1559001600,Facebook,Traffic anomaly,traffic_volume,Facebook_56951,Zone,Facebook_56951
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_57030,Zone,Facebook_57030
1555113600,Facebook,Traffic anomaly,traffic_volume,Facebook_57210,Zone,Facebook_57210
1559260800,Facebook,Traffic anomaly,traffic_volume,Facebook_57210,Zone,Facebook_57210
1559174400,Facebook,Traffic anomaly,traffic_volume,Facebook_57210,Zone,Facebook_57210
1559088000,Facebook,Traffic anomaly,traffic_volume,Facebook_57210,Zone,Facebook_57210
1554508800,Facebook,Traffic anomaly,traffic_volume,Facebook_57214,Zone,Facebook_57214
1553990400,Facebook,Traffic anomaly,traffic_volume,Facebook_57214,Zone,Facebook_57214
1559260800,Facebook,Traffic anomaly,traffic_volume,Facebook_57214,Zone,Facebook_57214
1559174400,Facebook,Traffic anomaly,traffic_volume,Facebook_57214,Zone,Facebook_57214
1559088000,Facebook,Traffic anomaly,traffic_volume,Facebook_57214,Zone,Facebook_57214
1558656000,Facebook,Traffic anomaly,traffic_volume,Facebook_57228,Zone,Facebook_57228
1559174400,Facebook,Traffic anomaly,traffic_volume,Facebook_57228,Zone,Facebook_57228
1559260800,Facebook,Traffic anomaly,traffic_volume,Facebook_57786,Zone,Facebook_57786
1559174400,Facebook,Traffic anomaly,traffic_volume,Facebook_57786,Zone,Facebook_57786
1558656000,Facebook,Traffic anomaly,traffic_volume,Facebook_57804,Zone,Facebook_57804
1557619200,Facebook,Traffic anomaly,traffic_volume,Facebook_58199,Zone,Facebook_58199
1555200000,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1554595200,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1555977600,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1554681600,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1553990400,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1558656000,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1558742400,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1558310400,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1558396800,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1552953600,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1558915200,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1559260800,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1558483200,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1556150400,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1554163200,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1553817600,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1559174400,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1553731200,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1559088000,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1559001600,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1558569600,Facebook,Traffic anomaly,traffic_volume,Facebook_58382,Zone,Facebook_58382
1556582400,Facebook,Traffic anomaly,traffic_volume,Facebook_58394,Zone,Facebook_58394
1555200000,Facebook,Traffic anomaly,traffic_volume,Facebook_58394,Zone,Facebook_58394
1554595200,Facebook,Traffic anomaly,traffic_volume,Facebook_58394,Zone,Facebook_58394
1555027200,Facebook,Traffic anomaly,traffic_volume,Facebook_58394,Zone,Facebook_58394
1554681600,Facebook,Traffic anomaly,traffic_volume,Facebook_58394,Zone,Facebook_58394
1558828800,Facebook,Traffic anomaly,traffic_volume,Facebook_58394,Zone,Facebook_58394
1554249600,Facebook,Traffic anomaly,traffic_volume,Facebook_58394,Zone,Facebook_58394
1554076800,Facebook,Traffic anomaly,traffic_volume,Facebook_58394,Zone,Facebook_58394
